"","lon","lat","ele","time"
"891",-61.5337796789,15.4942939337,"14.56","2017-04-20T14:08:00Z"
"892",-61.5337577183,15.4943904094,"14.56","2017-04-20T14:08:10Z"
"893",-61.5337271243,15.4944797605,"14.56","2017-04-20T14:08:20Z"
"894",-61.5337053314,15.4945818521,"14.56","2017-04-20T14:08:30Z"
"895",-61.5336577222,15.4946848657,"14.56","2017-04-20T14:08:40Z"
"896",-61.5336215124,15.494788466,"14.56","2017-04-20T14:08:50Z"
"897",-61.5335910022,15.4948944971,"14.56","2017-04-20T14:09:00Z"
"898",-61.5335674491,15.4950086586,"14.56","2017-04-20T14:09:10Z"
"899",-61.5335395373,15.4951078165,"14.56","2017-04-20T14:09:20Z"
"900",-61.533523025,15.4951763805,"14.08","2017-04-20T14:09:30Z"
"901",-61.5335173253,15.4952209722,"14.08","2017-04-20T14:09:40Z"
"902",-61.5335207619,15.4952640552,"14.08","2017-04-20T14:09:50Z"
"903",-61.5335143078,15.4952916317,"14.08","2017-04-20T14:10:00Z"
"904",-61.5335174091,15.4953108262,"14.08","2017-04-20T14:10:10Z"
"905",-61.5334965382,15.49532759,"14.08","2017-04-20T14:10:20Z"
"906",-61.5335135534,15.4953717627,"14.08","2017-04-20T14:10:30Z"
"907",-61.5335581452,15.4954456072,"14.08","2017-04-20T14:10:40Z"
"908",-61.5336075984,15.4955331981,"14.08","2017-04-20T14:10:50Z"
"909",-61.5336334985,15.4956296738,"14.08","2017-04-20T14:11:00Z"
"910",-61.5336521901,15.4957253952,"14.08","2017-04-20T14:11:10Z"
"911",-61.5336612426,15.4958093818,"14.08","2017-04-20T14:11:20Z"
"912",-61.5336441435,15.4959127307,"13.60","2017-04-20T14:11:30Z"
"913",-61.5336200874,15.4960148223,"13.60","2017-04-20T14:11:40Z"
"914",-61.5335879847,15.4961254634,"13.60","2017-04-20T14:11:50Z"
"915",-61.5335328318,15.49621691,"13.60","2017-04-20T14:12:00Z"
"916",-61.5333930217,15.4963848833,"13.60","2017-04-20T14:12:10Z"
"917",-61.53322706,15.496643465,"13.60","2017-04-20T14:12:20Z"
"918",-61.5330595057,15.4969167151,"13.60","2017-04-20T14:12:30Z"
"919",-61.5329006687,15.497184936,"14.08","2017-04-20T14:12:40Z"
"920",-61.5328512993,15.4973552562,"14.08","2017-04-20T14:12:50Z"
"921",-61.5328383073,15.4974558391,"14.08","2017-04-20T14:13:00Z"
"922",-61.532829171,15.4975169431,"14.08","2017-04-20T14:13:10Z"
"923",-61.5328312665,15.4975616187,"14.08","2017-04-20T14:13:20Z"
"924",-61.5328284167,15.4975924641,"14.08","2017-04-20T14:13:30Z"
"925",-61.5328373015,15.4976088088,"14.08","2017-04-20T14:13:40Z"
"926",-61.5328485332,15.4976203758,"14.08","2017-04-20T14:13:50Z"
"927",-61.532867644,15.4976248182,"14.08","2017-04-20T14:14:00Z"
"928",-61.5328726731,15.4976401571,"14.08","2017-04-20T14:14:10Z"
"929",-61.5328761935,15.4976547416,"14.08","2017-04-20T14:14:20Z"
"930",-61.5328772832,15.4976639617,"14.08","2017-04-20T14:14:30Z"
"931",-61.5328830667,15.497670332,"14.56","2017-04-20T14:14:40Z"
"932",-61.5328854974,15.4976764508,"14.08","2017-04-20T14:14:50Z"
"933",-61.5329025127,15.4976896942,"14.56","2017-04-20T14:15:00Z"
"934",-61.5329112299,15.4976978246,"14.56","2017-04-20T14:15:10Z"
"935",-61.5329205338,15.4977085534,"14.56","2017-04-20T14:15:20Z"
"936",-61.5329339448,15.4977160133,"14.56","2017-04-20T14:15:30Z"
"937",-61.5329412371,15.4977256525,"14.56","2017-04-20T14:15:40Z"
"938",-61.5329524688,15.4977377225,"14.56","2017-04-20T14:15:50Z"
"939",-61.5329595935,15.4977488704,"14.56","2017-04-20T14:16:00Z"
"940",-61.5329716634,15.4977589287,"13.60","2017-04-20T14:16:10Z"
"941",-61.5329761896,15.497767562,"14.08","2017-04-20T14:16:20Z"
"942",-61.5329819731,15.4977746028,"14.56","2017-04-20T14:16:30Z"
"943",-61.532990355,15.4977775365,"14.08","2017-04-20T14:16:40Z"
"944",-61.5330009162,15.4977854155,"14.56","2017-04-20T14:16:50Z"
"945",-61.5330140758,15.4977956414,"14.08","2017-04-20T14:17:00Z"
"946",-61.5330282412,15.4978082143,"14.56","2017-04-20T14:17:10Z"
"947",-61.5330377128,15.4978242237,"14.56","2017-04-20T14:17:20Z"
"948",-61.5330521297,15.4978411552,"14.56","2017-04-20T14:17:30Z"
"949",-61.5330576617,15.4978550691,"14.56","2017-04-20T14:17:40Z"
"950",-61.5330729168,15.4978655465,"14.56","2017-04-20T14:17:50Z"
"951",-61.5330804605,15.4978732578,"14.56","2017-04-20T14:18:00Z"
"952",-61.5330903511,15.497881053,"14.56","2017-04-20T14:18:10Z"
"953",-61.5331020858,15.4978957213,"14.56","2017-04-20T14:18:20Z"
"954",-61.5331125632,15.4979079589,"14.56","2017-04-20T14:18:30Z"
"955",-61.5331215318,15.4979151674,"14.08","2017-04-20T14:18:40Z"
"956",-61.5331310872,15.4979212862,"14.08","2017-04-20T14:18:50Z"
"957",-61.533150617,15.4979371279,"14.08","2017-04-20T14:19:00Z"
"958",-61.5331596695,15.4979452584,"14.56","2017-04-20T14:19:10Z"
"959",-61.5331677999,15.4979579151,"14.08","2017-04-20T14:19:20Z"
"960",-61.5331755951,15.4979643691,"14.56","2017-04-20T14:19:30Z"
"961",-61.5331833903,15.4979721643,"14.56","2017-04-20T14:19:40Z"
"962",-61.533194622,15.4979814682,"14.08","2017-04-20T14:19:50Z"
"963",-61.5332107153,15.4979960527,"14.08","2017-04-20T14:20:00Z"
"964",-61.5332204383,15.4980123974,"14.08","2017-04-20T14:20:10Z"
"965",-61.5332299937,15.4980163369,"13.60","2017-04-20T14:20:20Z"
"966",-61.5332420636,15.498025557,"13.60","2017-04-20T14:20:30Z"
"967",-61.5332479309,15.4980373755,"13.60","2017-04-20T14:20:40Z"
"968",-61.533258073,15.4980458412,"14.08","2017-04-20T14:20:50Z"
"969",-61.5332720708,15.4980564024,"14.08","2017-04-20T14:21:00Z"
"970",-61.533277519,15.4980778601,"13.60","2017-04-20T14:21:10Z"
"971",-61.5332909301,15.4980872478,"12.15","2017-04-20T14:21:20Z"
"972",-61.5333023295,15.4980978929,"11.67","2017-04-20T14:21:30Z"
"973",-61.5333292354,15.498110801,"12.15","2017-04-20T14:21:40Z"
"974",-61.5334112104,15.4981365334,"12.63","2017-04-20T14:21:50Z"
"975",-61.5335524455,15.4980833922,"13.12","2017-04-20T14:22:00Z"
"976",-61.5337919164,15.4979761876,"13.60","2017-04-20T14:22:10Z"
"977",-61.5340604726,15.4978089686,"13.60","2017-04-20T14:22:20Z"
"978",-61.5343133546,15.4975583497,"13.60","2017-04-20T14:22:30Z"
"979",-61.534479484,15.497283088,"14.08","2017-04-20T14:22:40Z"
"980",-61.5346783027,15.4969249293,"13.60","2017-04-20T14:22:50Z"
"981",-61.5348791331,15.4965989571,"14.08","2017-04-20T14:23:00Z"
"982",-61.5351431631,15.4962750804,"14.08","2017-04-20T14:23:10Z"
"983",-61.5354786068,15.4959709011,"13.60","2017-04-20T14:23:20Z"
"984",-61.5358004719,15.4956639558,"14.08","2017-04-20T14:23:30Z"
"985",-61.5360099357,15.4953408334,"14.08","2017-04-20T14:23:40Z"
"986",-61.5361199901,15.4949959181,"14.08","2017-04-20T14:23:50Z"
"987",-61.5361406095,15.4946381785,"14.08","2017-04-20T14:24:00Z"
"988",-61.5361400228,15.4942516051,"14.08","2017-04-20T14:24:10Z"
"989",-61.5362104308,15.4939289019,"14.08","2017-04-20T14:24:20Z"
"990",-61.5363200661,15.4936557356,"14.08","2017-04-20T14:24:30Z"
"991",-61.5364181343,15.493423054,"14.08","2017-04-20T14:24:40Z"
"992",-61.5365388338,15.4932302702,"14.08","2017-04-20T14:24:50Z"
"993",-61.5366384946,15.4930446111,"13.60","2017-04-20T14:25:00Z"
"994",-61.5367272589,15.4929162841,"14.08","2017-04-20T14:25:10Z"
"995",-61.5367929731,15.4928648192,"13.60","2017-04-20T14:25:20Z"
"996",-61.5368368104,15.4928441159,"13.60","2017-04-20T14:25:30Z"
"997",-61.5368715953,15.4928294476,"14.08","2017-04-20T14:25:40Z"
"998",-61.5369054582,15.4928248376,"14.08","2017-04-20T14:25:50Z"
"999",-61.5369336214,15.4928239994,"14.08","2017-04-20T14:26:00Z"
"1000",-61.5369673166,15.492824167,"14.08","2017-04-20T14:26:10Z"
"1001",-61.5370385628,15.4928200599,"14.08","2017-04-20T14:26:20Z"
"1002",-61.5371155087,15.4928504862,"14.08","2017-04-20T14:26:30Z"
"1003",-61.5371639561,15.4928871151,"14.08","2017-04-20T14:26:40Z"
"1004",-61.5911544766,15.5367688928,"8.79","2017-04-20T15:40:44Z"
"1005",-61.5911537223,15.5367711559,"7.83","2017-04-20T15:40:45Z"
"1006",-61.5911761858,15.5367885064,"-499.75","2017-04-20T15:40:55Z"
"1007",-61.591192279,15.5367974751,"-354.59","2017-04-20T15:41:05Z"
"1008",-61.5912238788,15.5367943738,"-250.29","2017-04-20T15:41:15Z"
"1009",-61.5912480187,15.5368028395,"-177.23","2017-04-20T15:41:25Z"
"1010",-61.5912762657,15.5368149094,"-133.97","2017-04-20T15:41:33Z"
"1011",-61.5914960392,15.5368008278,"2.06","2017-04-20T15:43:03Z"
"1012",-61.5914988052,15.536799822,"-136.37","2017-04-20T15:43:05Z"
"1013",-61.5915185865,15.536799822,"-135.41","2017-04-20T15:43:15Z"
"1014",-61.5915311594,15.5367938709,"-134.93","2017-04-20T15:43:25Z"
"1015",-61.5915475041,15.5367895123,"-133.49","2017-04-20T15:43:35Z"
"1016",-61.5915692132,15.5367809627,"-132.52","2017-04-20T15:43:45Z"
"1017",-61.5915894136,15.536776185,"-131.56","2017-04-20T15:43:55Z"
"1018",-61.5916177444,15.5367684737,"-131.08","2017-04-20T15:44:05Z"
"1019",-61.5916495118,15.5367613491,"-129.64","2017-04-20T15:44:15Z"
"1020",-61.5916764177,15.5367517937,"-129.16","2017-04-20T15:44:25Z"
"1021",-61.5917018987,15.5367520452,"-128.20","2017-04-20T15:44:35Z"
"1022",-61.5917324927,15.5367481057,"-127.72","2017-04-20T15:44:45Z"
"1023",-61.5917635057,15.5367419869,"-126.76","2017-04-20T15:44:55Z"
"1024",-61.591790244,15.5367390532,"-125.80","2017-04-20T15:45:05Z"
"1025",-61.5918226819,15.5367343593,"-124.83","2017-04-20T15:45:15Z"
"1026",-61.5918452293,15.5367468484,"-124.35","2017-04-20T15:45:25Z"
"1027",-61.5918872226,15.5367527157,"-123.39","2017-04-20T15:45:35Z"
"1028",-61.5919145476,15.5367455911,"-122.91","2017-04-20T15:45:45Z"
"1029",-61.5919491649,15.536734527,"-121.95","2017-04-20T15:45:55Z"
"1030",-61.5919750649,15.5367290787,"-120.99","2017-04-20T15:46:05Z"
"1031",-61.5919969417,15.5367220379,"-120.51","2017-04-20T15:46:15Z"
"1032",-61.592020914,15.5367098842,"-119.55","2017-04-20T15:46:25Z"
"1033",-61.5920332354,15.5367031787,"-119.07","2017-04-20T15:46:35Z"
"1034",-61.5920551959,15.5366823915,"-118.59","2017-04-20T15:46:45Z"
"1035",-61.5920795873,15.5366731714,"-118.10","2017-04-20T15:46:55Z"
"1036",-61.5921034757,15.5366736744,"-117.14","2017-04-20T15:47:05Z"
"1037",-61.5921188984,15.536667807,"-116.18","2017-04-20T15:47:15Z"
"1038",-61.5921397693,15.5366673041,"-115.22","2017-04-20T15:47:25Z"
"1039",-61.5921682678,15.5366662145,"-114.74","2017-04-20T15:47:35Z"
"1040",-61.5921969339,15.5366559047,"-113.78","2017-04-20T15:47:45Z"
"1041",-61.592227025,15.536643751,"-112.82","2017-04-20T15:47:55Z"
"1042",-61.5922511648,15.5366402306,"-112.34","2017-04-20T15:48:05Z"
"1043",-61.5922845248,15.5366401467,"-111.38","2017-04-20T15:48:15Z"
"1044",-61.5923018754,15.5366348661,"-110.89","2017-04-20T15:48:25Z"
"1045",-61.5923111793,15.5366338603,"-110.41","2017-04-20T15:48:35Z"
"1046",-61.5923411027,15.5366257299,"-109.45","2017-04-20T15:48:45Z"
"1047",-61.5923604649,15.5366280768,"-108.97","2017-04-20T15:48:55Z"
"1048",-61.5923863649,15.5366373807,"-108.01","2017-04-20T15:49:05Z"
"1049",-61.5924149472,15.5366356205,"-107.53","2017-04-20T15:49:15Z"
"1050",-61.5924559347,15.5366339441,"-106.57","2017-04-20T15:49:25Z"
"1051",-61.5924894623,15.5366379675,"-105.61","2017-04-20T15:49:35Z"
"1052",-61.5925235767,15.5366300885,"-105.13","2017-04-20T15:49:45Z"
"1053",-61.5925467946,15.5366281606,"-104.65","2017-04-20T15:49:55Z"
"1054",-61.592570683,15.5366194434,"-104.17","2017-04-20T15:50:05Z"
"1055",-61.592597086,15.5366124865,"-103.20","2017-04-20T15:50:15Z"
"1056",-61.5926171187,15.5366039369,"-102.24","2017-04-20T15:50:25Z"
"1057",-61.5926383249,15.5366055295,"-101.76","2017-04-20T15:50:35Z"
"1058",-61.5926633868,15.5365933757,"-101.28","2017-04-20T15:50:45Z"
"1059",-61.5926889516,15.5365864187,"-100.80","2017-04-20T15:50:55Z"
"1060",-61.5927122533,15.5365785398,"-99.84","2017-04-20T15:51:05Z"
"1061",-61.5927368961,15.5365735106,"-99.84","2017-04-20T15:51:15Z"
"1062",-61.5927596949,15.536552975,"-99.36","2017-04-20T15:51:25Z"
"1063",-61.5927879419,15.5365354568,"-97.92","2017-04-20T15:51:35Z"
"1064",-61.5928114112,15.5365254823,"-97.44","2017-04-20T15:51:45Z"
"1065",-61.592842089,15.5365123227,"-95.99","2017-04-20T15:51:55Z"
"1066",-61.5928606968,15.5365056172,"-95.03","2017-04-20T15:52:05Z"
"1067",-61.5928801429,15.5364985764,"-95.99","2017-04-20T15:52:15Z"
"1068",-61.5929021034,15.5365006719,"-95.03","2017-04-20T15:52:25Z"
"1069",-61.5929218009,15.5365014262,"-94.07","2017-04-20T15:52:35Z"
"1070",-61.5929523949,15.5365052819,"-93.11","2017-04-20T15:52:45Z"
"1071",-61.5929899458,15.536506623,"-92.63","2017-04-20T15:52:55Z"
"1072",-61.5930242278,15.5365065392,"-91.67","2017-04-20T15:53:05Z"
"1073",-61.5930510499,15.5365019292,"-91.19","2017-04-20T15:53:15Z"
"1074",-61.5930722561,15.53649229,"-91.19","2017-04-20T15:53:25Z"
"1075",-61.5930924565,15.5364763644,"-90.23","2017-04-20T15:53:35Z"
"1076",-61.5931140818,15.5364732631,"-89.75","2017-04-20T15:53:45Z"
"1077",-61.5931368805,15.5364555772,"-89.75","2017-04-20T15:53:55Z"
"1078",-61.5931503754,15.5364407413,"-89.27","2017-04-20T15:54:05Z"
"1079",-61.5931383055,15.5363849178,"-88.78","2017-04-20T15:54:15Z"
"1080",-61.5930513851,15.536265308,"-87.82","2017-04-20T15:54:25Z"
"1081",-61.5929718409,15.5361327901,"-87.34","2017-04-20T15:54:35Z"
"1082",-61.592849968,15.5358783994,"-86.38","2017-04-20T15:54:45Z"
"1083",-61.5926547535,15.5355253536,"-85.90","2017-04-20T15:54:55Z"
"1084",-61.5925462916,15.5351168197,"-85.42","2017-04-20T15:55:05Z"
"1085",-61.5923551843,15.5345162563,"-84.46","2017-04-20T15:55:15Z"
"1086",-61.5921948384,15.533831371,"-83.98","2017-04-20T15:55:25Z"
"1087",-61.5920369234,15.5331480782,"-83.50","2017-04-20T15:55:35Z"
"1088",-61.5918109473,15.5325014982,"-83.02","2017-04-20T15:55:45Z"
"1089",-61.5915750805,15.5318254977,"-82.54","2017-04-20T15:55:55Z"
"1090",-61.5914832149,15.5311355833,"-82.06","2017-04-20T15:56:05Z"
"1091",-61.5913501102,15.5303835589,"-81.09","2017-04-20T15:56:15Z"
"1092",-61.5911304206,15.5296575185,"-80.13","2017-04-20T15:56:25Z"
"1093",-61.59100377,15.5289640836,"-80.13","2017-04-20T15:56:35Z"
"1094",-61.5908304323,15.528299734,"-79.17","2017-04-20T15:56:45Z"
"1095",-61.5905910451,15.5276506394,"-78.69","2017-04-20T15:56:55Z"
"1096",-61.590424832,15.5270180572,"-78.69","2017-04-20T15:57:05Z"
"1097",-61.5903321281,15.5263080262,"-78.21","2017-04-20T15:57:15Z"
"1098",-61.5902879555,15.5257178564,"-77.73","2017-04-20T15:57:25Z"
"1099",-61.5901957545,15.5251014512,"-77.25","2017-04-20T15:57:35Z"
"1100",-61.5901583713,15.5247631576,"-77.25","2017-04-20T15:57:45Z"
"1101",-61.5901555214,15.5246253591,"-77.25","2017-04-20T15:57:55Z"
"1102",-61.5901553538,15.5245629139,"-77.73","2017-04-20T15:58:05Z"
"1103",-61.5901528392,15.5245245248,"-76.29","2017-04-20T15:58:15Z"
"1104",-61.5901666693,15.5244995467,"-75.81","2017-04-20T15:58:25Z"
"1105",-61.5901759733,15.5244787596,"-74.85","2017-04-20T15:58:35Z"
"1106",-61.5901809186,15.5244485848,"-74.36","2017-04-20T15:58:45Z"
"1107",-61.5901929885,15.5244176555,"-73.88","2017-04-20T15:58:55Z"
"1108",-61.5902080759,15.5243899953,"-72.92","2017-04-20T15:59:05Z"
"1109",-61.5902317129,15.5243721418,"-72.44","2017-04-20T15:59:15Z"
"1110",-61.5902450401,15.5243758298,"-71.96","2017-04-20T15:59:25Z"
"1111",-61.5902684256,15.5243702978,"-71.48","2017-04-20T15:59:35Z"
"1112",-61.5902969241,15.5243706331,"-71.48","2017-04-20T15:59:45Z"
"1113",-61.5903281048,15.5243697111,"-71.00","2017-04-20T15:59:55Z"
"1114",-61.5903647337,15.5243722256,"-70.52","2017-04-20T16:00:05Z"
"1115",-61.5903961658,15.5243822001,"-70.04","2017-04-20T16:00:15Z"
"1116",-61.5904356446,15.5243813619,"-69.56","2017-04-20T16:00:25Z"
"1117",-61.5904751234,15.5243848823,"-68.60","2017-04-20T16:00:35Z"
"1118",-61.5904975031,15.5243733991,"-68.12","2017-04-20T16:00:45Z"
"1119",-61.5905289352,15.5243489239,"-67.64","2017-04-20T16:00:55Z"
"1120",-61.5905515663,15.5243319087,"-67.15","2017-04-20T16:01:05Z"
"1121",-61.5905615408,15.5243143067,"-67.15","2017-04-20T16:01:15Z"
"1122",-61.5905752871,15.5242926814,"-66.19","2017-04-20T16:01:25Z"
"1123",-61.5905980859,15.5242852215,"-65.71","2017-04-20T16:01:35Z"
"1124",-61.5906205494,15.524269715,"-65.23","2017-04-20T16:01:45Z"
"1125",-61.5906354692,15.5242697988,"-65.23","2017-04-20T16:01:55Z"
"1126",-61.5906579327,15.524281282,"-64.75","2017-04-20T16:02:05Z"
"1127",-61.5906835813,15.5242866464,"-64.27","2017-04-20T16:02:15Z"
"1128",-61.5907203779,15.5242888257,"-63.79","2017-04-20T16:02:25Z"
"1129",-61.5907571744,15.5242931843,"-63.31","2017-04-20T16:02:35Z"
"1130",-61.5907881875,15.5242982972,"-62.83","2017-04-20T16:02:45Z"
"1131",-61.5908201225,15.5242976267,"-62.35","2017-04-20T16:02:55Z"
"1132",-61.5908528958,15.5242925975,"-61.39","2017-04-20T16:03:05Z"
"1133",-61.5908357129,15.5242036656,"-61.39","2017-04-20T16:03:15Z"
"1134",-61.5907952283,15.523916753,"-60.91","2017-04-20T16:03:25Z"
"1135",-61.5907756146,15.5235892721,"-60.91","2017-04-20T16:03:35Z"
"1136",-61.5906849224,15.5231220648,"-60.43","2017-04-20T16:03:45Z"
"1137",-61.5905993432,15.5225118622,"-59.46","2017-04-20T16:03:55Z"
"1138",-61.590423407,15.521848686,"-58.98","2017-04-20T16:04:05Z"
"1139",-61.5901476424,15.5211327877,"-58.50","2017-04-20T16:04:15Z"
"1140",-61.5900758095,15.5207727011,"-58.50","2017-04-20T16:04:25Z"
"1141",-61.5901082475,15.520420745,"-58.02","2017-04-20T16:04:35Z"
"1142",-61.590198772,15.5200392846,"-58.02","2017-04-20T16:04:45Z"
"1143",-61.590335397,15.5196923576,"-57.54","2017-04-20T16:04:55Z"
"1144",-61.5904833376,15.51937351,"-57.06","2017-04-20T16:05:05Z"
"1145",-61.5906863473,15.5190670677,"-56.58","2017-04-20T16:05:15Z"
"1146",-61.5909513831,15.5187352281,"-56.10","2017-04-20T16:05:25Z"
"1147",-61.5911795385,15.5183445476,"-56.10","2017-04-20T16:05:35Z"
"1148",-61.5913574025,15.5178908352,"-55.62","2017-04-20T16:05:45Z"
"1149",-61.5915340092,15.5173891783,"-55.14","2017-04-20T16:05:55Z"
"1150",-61.5917276312,15.5169985816,"-54.66","2017-04-20T16:06:05Z"
"1151",-61.5918863844,15.5165885389,"-54.18","2017-04-20T16:06:15Z"
"1152",-61.5920690261,15.5160360038,"-53.70","2017-04-20T16:06:25Z"
"1153",-61.5922292881,15.515484307,"-53.22","2017-04-20T16:06:35Z"
"1154",-61.5924586169,15.5150306784,"-52.74","2017-04-20T16:06:45Z"
"1155",-61.5927154385,15.5146104936,"-52.74","2017-04-20T16:06:55Z"
"1156",-61.5928846691,15.5143123493,"-52.74","2017-04-20T16:07:05Z"
"1157",-61.5930797998,15.5140031409,"-52.25","2017-04-20T16:07:15Z"
"1158",-61.5932703204,15.5135578942,"-51.77","2017-04-20T16:07:25Z"
"1159",-61.5933437459,15.5133232009,"-51.29","2017-04-20T16:07:35Z"
"1160",-61.5934357792,15.5131172575,"-50.81","2017-04-20T16:07:45Z"
"1161",-61.5935709793,15.5126801413,"-50.33","2017-04-20T16:07:55Z"
"1162",-61.5937786829,15.5122036301,"-49.85","2017-04-20T16:08:05Z"
"1163",-61.5940203331,15.5117834453,"-49.37","2017-04-20T16:08:15Z"
"1164",-61.5941883065,15.5115813576,"-48.89","2017-04-20T16:08:25Z"
"1165",-61.5942604747,15.5114030745,"-48.89","2017-04-20T16:08:35Z"
"1166",-61.5942823514,15.5112516135,"-47.93","2017-04-20T16:08:45Z"
"1167",-61.594300624,15.5111447442,"-47.93","2017-04-20T16:08:55Z"
"1168",-61.594326105,15.5110703968,"-47.93","2017-04-20T16:09:05Z"
"1169",-61.5943338163,15.5110331811,"-47.45","2017-04-20T16:09:15Z"
"1170",-61.5943513345,15.5109851528,"-46.97","2017-04-20T16:09:25Z"
"1171",-61.5943840239,15.5108528864,"-46.49","2017-04-20T16:09:35Z"
"1172",-61.594440937,15.5106782913,"-46.49","2017-04-20T16:09:45Z"
"1173",-61.5945005324,15.5105274171,"-46.01","2017-04-20T16:09:55Z"
"1174",-61.5945328865,15.5103814881,"-45.53","2017-04-20T16:10:05Z"
"1175",-61.5945682582,15.5102384929,"-45.04","2017-04-20T16:10:15Z"
"1176",-61.5946347266,15.5101120099,"-45.04","2017-04-20T16:10:25Z"
"1177",-61.5947161987,15.509999441,"-44.56","2017-04-20T16:10:35Z"
"1178",-61.5947944857,15.5098948348,"-44.56","2017-04-20T16:10:45Z"
"1179",-61.5948719345,15.5097800028,"-44.08","2017-04-20T16:10:55Z"
"1180",-61.5949261654,15.5096896458,"-44.08","2017-04-20T16:11:05Z"
"1181",-61.5949822403,15.5095813517,"-43.60","2017-04-20T16:11:15Z"
"1182",-61.5950406622,15.5094425473,"-43.12","2017-04-20T16:11:25Z"
"1183",-61.5950979944,15.5092441477,"-42.64","2017-04-20T16:11:35Z"
"1184",-61.5951981582,15.5090756714,"-42.64","2017-04-20T16:11:45Z"
"1185",-61.595298741,15.508896634,"-42.16","2017-04-20T16:11:55Z"
"1186",-61.5953940433,15.5087044369,"-42.16","2017-04-20T16:12:05Z"
"1187",-61.5954804607,15.5085786246,"-41.68","2017-04-20T16:12:15Z"
"1188",-61.5955651179,15.5084476154,"-41.20","2017-04-20T16:12:25Z"
"1189",-61.5956232883,15.50830286,"-41.20","2017-04-20T16:12:35Z"
"1190",-61.5956797823,15.5081582721,"-40.72","2017-04-20T16:12:45Z"
"1191",-61.5957675409,15.5080505647,"-40.24","2017-04-20T16:12:55Z"
"1192",-61.5958659444,15.5079808272,"-40.24","2017-04-20T16:13:05Z"
"1193",-61.5959588997,15.5079296138,"-39.76","2017-04-20T16:13:15Z"
"1194",-61.5960451495,15.5078772269,"-39.76","2017-04-20T16:13:25Z"
"1195",-61.5961227659,15.5078432802,"-39.28","2017-04-20T16:13:35Z"
"1196",-61.5961760748,15.5078203138,"-38.80","2017-04-20T16:13:45Z"
"1197",-61.5962465666,15.5078034662,"-38.32","2017-04-20T16:13:55Z"
"1198",-61.5963090118,15.5077967606,"-38.32","2017-04-20T16:14:05Z"
"1199",-61.5963582136,15.5077903904,"-37.83","2017-04-20T16:14:15Z"
"1200",-61.5964021347,15.5078027118,"-37.35","2017-04-20T16:14:25Z"
"1201",-61.5964556951,15.5078071542,"-37.35","2017-04-20T16:14:35Z"
"1202",-61.5965100098,15.5078118481,"-36.87","2017-04-20T16:14:45Z"
"1203",-61.5965621453,15.5078190565,"-36.39","2017-04-20T16:14:55Z"
"1204",-61.596606737,15.5078199785,"-36.39","2017-04-20T16:15:05Z"
"1205",-61.5966487303,15.5078130215,"-36.39","2017-04-20T16:15:15Z"
"1206",-61.5966773964,15.5078127701,"-35.91","2017-04-20T16:15:25Z"
"1207",-61.5967116784,15.5078058969,"-35.43","2017-04-20T16:15:35Z"
"1208",-61.5967458766,15.5077948328,"-35.43","2017-04-20T16:15:45Z"
"1209",-61.5967733692,15.5077827629,"-34.95","2017-04-20T16:15:55Z"
"1210",-61.5967957489,15.507776225,"-34.47","2017-04-20T16:16:05Z"
"1211",-61.5968250018,15.5077675078,"-34.47","2017-04-20T16:16:15Z"
"1212",-61.5968544222,15.5077587906,"-33.99","2017-04-20T16:16:25Z"
"1213",-61.5968861897,15.5077471398,"-33.51","2017-04-20T16:16:35Z"
"1214",-61.5969182085,15.5077305436,"-33.51","2017-04-20T16:16:45Z"
"1215",-61.5969551727,15.5077187251,"-33.03","2017-04-20T16:16:55Z"
"1216",-61.5969926398,15.5077012908,"-33.03","2017-04-20T16:17:05Z"
"1217",-61.5970206354,15.5076902267,"-33.03","2017-04-20T16:17:15Z"
"1218",-61.5970487148,15.5076815095,"-32.55","2017-04-20T16:17:25Z"
"1219",-61.597072687,15.5076735467,"-32.55","2017-04-20T16:17:35Z"
"1220",-61.5970980842,15.5076651648,"-32.07","2017-04-20T16:17:45Z"
"1221",-61.5971319471,15.507655777,"-32.07","2017-04-20T16:17:55Z"
"1222",-61.5971474536,15.5076450482,"-32.55","2017-04-20T16:18:05Z"
"1223",-61.5971702524,15.5076369178,"-32.07","2017-04-20T16:18:15Z"
"1224",-61.5972041991,15.507633565,"-31.59","2017-04-20T16:18:25Z"
"1225",-61.597230183,15.5076257698,"-31.11","2017-04-20T16:18:35Z"
"1226",-61.59726304,15.5076194834,"-30.62","2017-04-20T16:18:45Z"
"1227",-61.5973057039,15.5076142028,"-30.62","2017-04-20T16:18:55Z"
"1228",-61.5973528102,15.5076027196,"-30.14","2017-04-20T16:19:05Z"
"1229",-61.597376531,15.5075969361,"-30.14","2017-04-20T16:19:15Z"
"1230",-61.5974136628,15.5075894762,"-29.66","2017-04-20T16:19:25Z"
"1231",-61.5974437539,15.5075859558,"-29.66","2017-04-20T16:19:35Z"
"1232",-61.5974624455,15.5075846985,"-29.18","2017-04-20T16:19:45Z"
"1233",-61.5975004155,15.5075766519,"-29.18","2017-04-20T16:19:55Z"
"1234",-61.5975329373,15.5075624865,"-28.70","2017-04-20T16:20:05Z"
"1235",-61.5975533053,15.5075522605,"-28.70","2017-04-20T16:20:15Z"
"1236",-61.5975797083,15.5075428728,"-28.22","2017-04-20T16:20:25Z"
"1237",-61.5976077877,15.5075346585,"-28.22","2017-04-20T16:20:35Z"
"1238",-61.5976243839,15.5075268634,"-28.22","2017-04-20T16:20:45Z"
